draw,seats,natl,AK,AL,AR,AZ,CO,DE,GA,GA-S,IA,ID,IL,KS,KY,LA,MA,ME,MI,MN,MS,MT,NC,NE,NH,NJ,NM,OK,OR,RI,SC,SD,TN,TX,VA,WV,WY
1355,49,0.532656,0.414394,0.38363,0.498069,0.536966,0.567609,0.644539,0.420268,0.468649,0.499906,0.393333,0.67053,0.405665,0.436735,0.48892,0.695232,0.529559,0.583514,0.445662,0.429955,0.431815,0.464021,0.278465,0.601884,0.628532,0.550818,0.372276,0.602103,0.527139,0.425847,0.365787,0.408827,0.426095,0.533357,0.367642,0.255265
1356,54,0.541839,0.506076,0.468376,0.328096,0.521206,0.608136,0.671295,0.524648,0.474542,0.47737,0.445738,0.697694,0.459194,0.508436,0.369093,0.684859,0.602411,0.577632,0.642896,0.474725,0.45476,0.596312,0.310692,0.541107,0.652534,0.574503,0.400569,0.637677,0.769396,0.440973,0.434121,0.425829,0.477351,0.658214,0.404689,0.351077
1357,58,0.555834,0.501332,0.490506,0.545149,0.499761,0.505364,0.749357,0.521878,0.576864,0.544991,0.381474,0.691219,0.444002,0.437653,0.39424,0.738106,0.56377,0.560831,0.532396,0.512142,0.526371,0.513334,0.32058,0.61291,0.650076,0.585671,0.403578,0.647466,0.743594,0.540315,0.395071,0.41002,0.479868,0.545827,0.497263,0.310978
1358,53,0.549284,0.505757,0.43792,0.305729,0.529945,0.517278,0.673877,0.475567,0.538487,0.48408,0.272641,0.652664,0.428293,0.41208,0.396515,0.675053,0.547669,0.554375,0.561021,0.411449,0.472365,0.54651400000000006,0.304935,0.615375,0.578107,0.542088,0.350078,0.626035,0.691973,0.47209,0.411545,0.399986,0.456898,0.693077,0.371614,0.315613
1359,52,0.5546,0.479309,0.444169,0.477508,0.504611,0.531344,0.713568,0.458042,0.546853,0.47653,0.341005,0.693791,0.421685,0.455727,0.366913,0.649896,0.511477,0.573153,0.593168,0.449269,0.484297,0.524983,0.276295,0.625923,0.563637,0.530195,0.355099,0.638438,0.681618,0.462242,0.436436,0.374142,0.478802,0.684074,0.373683,0.284772
1360,51,0.536789,0.513357,0.442395,0.349642,0.511363,0.560251,0.691257,0.483367,0.540285,0.498806,0.362155,0.654448,0.394666,0.469718,0.333946,0.689327,0.587814,0.590304,0.556866,0.479763,0.419453,0.441489,0.253605,0.529734,0.617259,0.533393,0.379226,0.639218,0.788322,0.47557,0.371754,0.416152,0.409196,0.479209,0.39374,0.35715
1361,51,0.510903,0.433514,0.429745,0.337305,0.544552,0.55359100000000006,0.650817,0.485937,0.483552,0.440571,0.427043,0.656046,0.449539,0.414386,0.388163,0.629007,0.512058,0.580727,0.554725,0.481132,0.470525,0.48233,0.283097,0.57821,0.647474,0.537868,0.339549,0.553863,0.562225,0.44784,0.412919,0.353734,0.508896,0.64192,0.346356,0.24421
1362,50,0.518793,0.409226,0.396826,0.40957,0.464683,0.53522,0.63982000000000006,0.494465,0.457888,0.468307,0.313117,0.675908,0.501292,0.468316,0.386351,0.583424,0.543638,0.533144,0.515752,0.445119,0.484557,0.560452,0.264972,0.580078,0.581646,0.480786,0.327952,0.606208,0.690503,0.38948700000000003,0.444214,0.425288,0.429465,0.552593,0.269519,0.26819
1363,57,0.563044,0.591339,0.471443,0.418358,0.571806,0.556804,0.753583,0.554586,0.590936,0.500737,0.480287,0.712122,0.427712,0.443547,0.422098,0.735788,0.580362,0.607753,0.611271,0.497944,0.470206,0.51442,0.359384,0.6008,0.719496,0.583255,0.431282,0.599911,0.76432,0.51594,0.390002,0.419388,0.52605,0.634838,0.393003,0.429547
1364,52,0.54056,0.460068,0.425245,0.408636,0.508796,0.497464,0.646833,0.535057,0.503166,0.516051,0.310867,0.694518,0.383756,0.419364,0.32127,0.74027,0.480519,0.514292,0.603295,0.44275,0.44312,0.511288,0.309024,0.590083,0.551445,0.47347,0.337621,0.554925,0.602118,0.508945,0.424454,0.430669,0.445714,0.557506,0.323491,0.390591
1365,60,0.574468,0.502367,0.453694,0.469475,0.545803,0.551066,0.692785,0.540429,0.502205,0.530187,0.383724,0.718387,0.537788,0.502794,0.485915,0.66347,0.604188,0.659585,0.543049,0.504341,0.548684,0.552125,0.391366,0.667587,0.713862,0.587033,0.439049,0.67976,0.846478,0.507985,0.478628,0.434162,0.494563,0.715178,0.385784,0.352162
1366,50,0.540975,0.495484,0.484423,0.326967,0.528569,0.521928,0.66356,0.480382,0.454781,0.433685,0.364384,0.695954,0.382237,0.474626,0.368879,0.659405,0.563418,0.526886,0.537137,0.443455,0.435266,0.516179,0.27745,0.444861,0.5915,0.549159,0.386432,0.576598,0.634938,0.493806,0.37568,0.402716,0.468948,0.555081,0.371852,0.333034
1367,52,0.540632,0.431371,0.427857,0.388808,0.510298,0.597158,0.728039,0.513129,0.498642,0.520005,0.285546,0.603202,0.472794,0.39786,0.37953,0.663326,0.508687,0.585667,0.522098,0.449657,0.471043,0.48734,0.322429,0.65291,0.703599,0.573946,0.333588,0.676268,0.805043,0.41277199999999997,0.400212,0.38044,0.417596,0.621975,0.364951,0.306489
1368,55,0.564954,0.464628,0.422662,0.389945,0.586195,0.585593,0.67487,0.609772,0.52086,0.523384,0.325935,0.64424,0.469883,0.489667,0.33445,0.67338,0.562645,0.604106,0.562735,0.492344,0.453465,0.533355,0.285911,0.55314700000000006,0.601365,0.530852,0.379902,0.680828,0.57178,0.489836,0.422666,0.42363,0.541641,0.614448,0.389561,0.319632
1369,58,0.560488,0.440893,0.452766,0.269484,0.59308,0.58735,0.731429,0.524623,0.492123,0.50474,0.354487,0.643824,0.451166,0.506149,0.413767,0.689233,0.595066,0.597303,0.522598,0.513215,0.532981,0.551219,0.35729,0.571093,0.63431,0.608542,0.425128,0.64046,0.802027,0.509625,0.377353,0.44945,0.500587,0.624978,0.395269,0.3255
1370,55,0.531301,0.530424,0.528466,0.512756,0.471458,0.572649,0.66182,0.521388,0.526256,0.513361,0.392609,0.664136,0.495747,0.381547,0.359687,0.659597,0.459994,0.599227,0.62371,0.455741,0.449598,0.500606,0.288254,0.628617,0.661047,0.53454,0.399638,0.579843,0.646632,0.49697,0.489183,0.417262,0.463617,0.603563,0.342028,0.28839
1371,55,0.534962,0.550813,0.535916,0.478183,0.487226,0.579273,0.621747,0.52607,0.529905,0.504223,0.405316,0.669588,0.518652,0.399597,0.352834,0.635893,0.44277,0.597578,0.629947,0.481761,0.499803,0.491663,0.289895,0.617205,0.661808,0.536913,0.409066,0.565757,0.609748,0.500859,0.466636,0.434973,0.454042,0.580081,0.345491,0.301018
1372,55,0.547693,0.416776,0.38957,0.317034,0.558669,0.500895,0.700278,0.530397,0.492263,0.511814,0.328941,0.660368,0.40468,0.519808,0.417144,0.705003,0.64607,0.555875,0.502239,0.416603,0.445896,0.525936,0.309174,0.56253,0.676314,0.572628,0.367025,0.681637,0.816038,0.486898,0.379298,0.375989,0.500829,0.616306,0.417313,0.381246
1373,54,0.525392,0.4793,0.452501,0.393173,0.503338,0.515992,0.622049,0.588079,0.494228,0.5024,0.211913,0.667102,0.408278,0.379514,0.366544,0.587128,0.622989,0.621178,0.605775,0.462897,0.433801,0.536029,0.294529,0.573722,0.615278,0.522063,0.387464,0.504327,0.673738,0.516457,0.412551,0.390545,0.40847,0.599853,0.372368,0.272694
1374,53,0.549292,0.513709,0.437224,0.363717,0.523672,0.494645,0.652035,0.588199,0.539903,0.519406,0.32459,0.656523,0.406448,0.456014,0.457369,0.672718,0.530353,0.596527,0.569173,0.486848,0.463678,0.488155,0.329393,0.541287,0.623499,0.526214,0.396958,0.605242,0.787857,0.493178,0.41178,0.43524,0.496477,0.618103,0.365869,0.352302
1375,56,0.552629,0.529607,0.424206,0.497157,0.55773,0.533425,0.695574,0.577141,0.558988,0.508491,0.334159,0.652717,0.423209,0.473683,0.451152,0.684798,0.534507,0.592857,0.558063,0.504466,0.45735,0.504751,0.315796,0.537477,0.630215,0.509714,0.397446,0.590245,0.734298,0.47184,0.401607,0.405032,0.470114,0.615409,0.395561,0.375243
1376,47,0.536454,0.430665,0.460201,0.33078,0.438411,0.542773,0.624327,0.443554,0.462112,0.45396,0.406468,0.609695,0.460684,0.372898,0.41948,0.619925,0.456035,0.566088,0.491185,0.43953,0.46492,0.428106,0.27564,0.581728,0.667348,0.616506,0.357341,0.593835,0.736964,0.461415,0.382463,0.428919,0.404702,0.525152,0.335856,0.284415
1377,57,0.53052,0.540969,0.428505,0.494921,0.590045,0.537625,0.715227,0.588503,0.560257,0.531197,0.307386,0.704747,0.415104,0.525234,0.40598,0.723408,0.613525,0.520892,0.628334,0.480477,0.481386,0.567666,0.356293,0.570272,0.634109,0.516383,0.397397,0.635678,0.719985,0.56346,0.434465,0.385726,0.487505,0.658057,0.398069,0.380196
1378,51,0.546884,0.468501,0.403996,0.246184,0.544647,0.470064,0.761983,0.484295,0.47329,0.503258,0.372817,0.615279,0.480207,0.443467,0.475527,0.569366,0.567101,0.592401,0.522738,0.490896,0.465938,0.463243,0.27216,0.598031,0.655202,0.549096,0.394117,0.643001,0.740279,0.524381,0.416438,0.438991,0.428487,0.583865,0.428651,0.321883
1379,54,0.551912,0.536493,0.414803,0.482108,0.581562,0.526014,0.747287,0.495214,0.46035,0.512044,0.365702,0.681113,0.535891,0.515575,0.472514,0.636725,0.556519,0.63994,0.531045,0.443967,0.486206,0.443349,0.284947,0.585851,0.637648,0.610165,0.412243,0.620751,0.711545,0.446335,0.45715,0.454209,0.461262,0.659918,0.331962,0.321702
1380,52,0.541913,0.422187,0.485445,0.45056,0.481278,0.54442,0.633975,0.551129,0.564843,0.509077,0.342508,0.659082,0.375799,0.366316,0.293807,0.706912,0.534663,0.48615,0.616112,0.475488,0.480621,0.569025,0.350378,0.57932,0.648465,0.510006,0.369985,0.632715,0.729127,0.469697,0.406504,0.372059,0.486662,0.552672,0.428192,0.372377
1381,52,0.545386,0.502746,0.450663,0.387274,0.555759,0.52421,0.759549,0.575905,0.4641,0.459014,0.258687,0.653352,0.498625,0.478865,0.455789,0.701672,0.57089,0.606153,0.513722,0.405328,0.479926,0.430637,0.273957,0.627644,0.620051,0.580249,0.395925,0.580198,0.735045,0.413209,0.409195,0.466765,0.465964,0.6177,0.349226,0.292984
1382,53,0.560014,0.473663,0.473951,0.358254,0.501319,0.552403,0.692798,0.526002,0.524108,0.500524,0.382081,0.670997,0.442021,0.477997,0.431366,0.668805,0.605645,0.59231,0.60805,0.391483,0.443027,0.489771,0.322755,0.576012,0.660543,0.565853,0.319617,0.659914,0.810054,0.479919,0.401084,0.450957,0.460969,0.644024,0.329029,0.348743
1383,47,0.517828,0.484842,0.38825,0.456286,0.515619,0.536782,0.653282,0.442706,0.471883,0.45390200000000003,0.341313,0.613601,0.395934,0.370225,0.3249,0.657062,0.490112,0.534334,0.474482,0.473692,0.460795,0.493725,0.263021,0.541722,0.610702,0.496702,0.445841,0.61611,0.611397,0.471382,0.382774,0.337234,0.46306,0.564772,0.389363,0.292054
1384,54,0.542574,0.541961,0.467527,0.32013200000000003,0.560216,0.504104,0.731005,0.529481,0.426741,0.508387,0.391118,0.66097,0.454212,0.381853,0.311392,0.620652,0.561666,0.585663,0.595486,0.388919,0.460893,0.55054,0.321553,0.593672,0.634344,0.537984,0.364745,0.60035,0.796451,0.489718,0.369708,0.461093,0.461795,0.569517,0.386044,0.328767
1385,58,0.556551,0.43586,0.493422,0.508002,0.55318,0.636039,0.736546,0.58211,0.59947,0.51966,0.415573,0.699054,0.437689,0.520373,0.393192,0.715275,0.576097,0.569299,0.567676,0.611606,0.4772,0.53227,0.28311,0.589765,0.681365,0.579415,0.431941,0.654959,0.672265,0.530609,0.478654,0.413886,0.444534,0.662584,0.416823,0.28155
1386,47,0.532757,0.496032,0.464114,0.253476,0.487953,0.478139,0.651361,0.490141,0.428361,0.473975,0.411104,0.676947,0.468918,0.424122,0.456274,0.693513,0.495751,0.564166,0.61972,0.427913,0.478956,0.479256,0.347647,0.594543,0.622834,0.514224,0.338946,0.615622,0.759215,0.462343,0.37201,0.461433,0.463922,0.594175,0.357438,0.36177
1387,55,0.555905,0.506001,0.459114,0.604509,0.533401,0.638635,0.674967,0.520107,0.587642,0.543253,0.323631,0.665307,0.463342,0.47511,0.372553,0.735559,0.568455,0.513769,0.561177,0.459174,0.493735,0.525133,0.286396,0.590202,0.663319,0.495423,0.459268,0.631312,0.724685,0.476726,0.410485,0.417861,0.460682,0.623903,0.424406,0.282901
1388,49,0.529137,0.452028,0.436399,0.216777,0.507404,0.475993,0.677761,0.506267,0.425729,0.431011,0.402289,0.689537,0.420181,0.41469,0.355427,0.657309,0.478663,0.57623,0.573052,0.400187,0.450878,0.499737,0.349585,0.583419,0.627859,0.540813,0.318621,0.590021,0.76255,0.441918,0.394681,0.403245,0.459898,0.563337,0.337975,0.362947
1389,56,0.555635,0.493111,0.422389,0.531831,0.508897,0.581346,0.694369,0.510051,0.581177,0.533048,0.313503,0.606859,0.465116,0.464355,0.396309,0.679858,0.539784,0.541086,0.564988,0.508981,0.497308,0.539527,0.257574,0.582399,0.652836,0.558302,0.446204,0.622248,0.797198,0.488628,0.430451,0.4276,0.457528,0.62517,0.403755,0.277029
1390,50,0.539682,0.484805,0.482039,0.288461,0.506314,0.506737,0.676316,0.494314,0.426633,0.418675,0.362426,0.608661,0.428186,0.365402,0.355427,0.684136,0.526093,0.541626,0.515909,0.430731,0.438429,0.495616,0.284806,0.621223,0.651027,0.544152,0.353326,0.687422,0.700665,0.373254,0.363055,0.423774,0.468366,0.532105,0.30139,0.27543
1391,58,0.562893,0.460162,0.430619,0.545332,0.538876,0.604195,0.697244,0.538641,0.573743,0.563824,0.373974,0.699794,0.542874,0.477273,0.430714,0.64873,0.592142,0.670911,0.596213,0.427514,0.558929,0.571655,0.32701,0.580258,0.649354,0.585018,0.417803,0.575461,0.785464,0.504966,0.398219,0.45016,0.472997,0.668054,0.401866,0.384435
1392,52,0.550136,0.446134,0.390616,0.336188,0.483846,0.597381,0.72207,0.511161,0.579952,0.511423,0.357512,0.654779,0.435673,0.412277,0.369697,0.631991,0.464138,0.601579,0.524929,0.439853,0.448854,0.503649,0.331844,0.58022,0.658016,0.53803,0.348365,0.6393,0.717686,0.496893,0.402763,0.40454,0.446455,0.578357,0.407633,0.300429
1393,51,0.534134,0.499123,0.466405,0.429606,0.575799,0.44494,0.645717,0.564989,0.415487,0.472606,0.34781,0.6906,0.452739,0.437065,0.403006,0.653294,0.584408,0.530884,0.608516,0.489973,0.483567,0.543143,0.305403,0.544512,0.633593,0.607066,0.400496,0.59544299999999994,0.755255,0.448691,0.38607,0.459764,0.460053,0.595224,0.325255,0.330469
1394,47,0.525948,0.401513,0.473287,0.498635,0.494116,0.458534,0.706785,0.498301,0.518784,0.471202,0.359761,0.694255,0.429811,0.408206,0.450267,0.672343,0.477679,0.513437,0.541153,0.426312,0.424225,0.468549,0.253159,0.559734,0.65813,0.451638,0.364033,0.68047,0.546173,0.394272,0.378162,0.393287,0.465484,0.618439,0.407568,0.260713
1395,55,0.562222,0.564038,0.415954,0.236223,0.560659,0.622918,0.651044,0.487706,0.475357,0.503029,0.377415,0.647775,0.486639,0.46474,0.326403,0.719021,0.625173,0.582323,0.595552,0.524243,0.514896,0.524611,0.350344,0.619434,0.626994,0.650514,0.416906,0.575742,0.867779,0.465971,0.379478,0.425923,0.453549,0.561803,0.370903,0.390564
1396,51,0.531938,0.441381,0.408373,0.584482,0.438526,0.525301,0.66161,0.445162,0.500134,0.484572,0.377281,0.656292,0.443767,0.381676,0.443073,0.726568,0.526673,0.524467,0.498608,0.460146,0.400465,0.525541,0.317641,0.505836,0.585915,0.538562,0.347249,0.637483,0.714792,0.441123,0.366015,0.3553,0.480241,0.554163,0.369984,0.337403
1397,51,0.532339,0.443262,0.42399,0.540452,0.446444,0.525315,0.659886,0.45339,0.495407,0.482869,0.379301,0.645404,0.441676,0.38433,0.441891,0.730462,0.525698,0.526259,0.507353,0.459235,0.396946,0.530804,0.316622,0.508001,0.583383,0.538503,0.342404,0.644759,0.735428,0.441916,0.365586,0.350642,0.473289,0.560763,0.355387,0.32608
1398,54,0.569514,0.551226,0.475521,0.350598,0.532091,0.582471,0.690266,0.523661,0.454039,0.509365,0.312558,0.681912,0.423716,0.408522,0.343944,0.717941,0.568107,0.539306,0.593873,0.508681,0.499753,0.448779,0.287603,0.647312,0.649493,0.608455,0.436509,0.66902,0.65546,0.457081,0.386829,0.448886,0.490514,0.647514,0.472008,0.306121
1399,51,0.514359,0.407455,0.421605,0.4857,0.501791,0.511099,0.656029,0.405564,0.507279,0.431097,0.329113,0.584513,0.4171,0.483475,0.404107,0.615113,0.515455,0.53224,0.509422,0.39988,0.459334,0.474344,0.326901,0.522177,0.607536,0.500907,0.32951,0.640594,0.748414,0.446866,0.386118,0.380973,0.433872,0.563423,0.341883,0.291549
1400,56,0.574644,0.566579,0.460293,0.347465,0.536498,0.623034,0.683787,0.511403,0.509061,0.578625,0.388141,0.774442,0.498708,0.402081,0.345094,0.729781,0.558684,0.555591,0.618982,0.485845,0.479613,0.566564,0.292633,0.647147,0.675664,0.619315,0.424486,0.69707,0.696657,0.464331,0.450624,0.487068,0.532987,0.602689,0.434137,0.37788
1401,52,0.521849,0.428586,0.469827,0.439941,0.528961,0.559638,0.737638,0.511956,0.554465,0.446316,0.317835,0.614562,0.428173,0.452435,0.447066,0.698988,0.519337,0.606502,0.494675,0.466084,0.495003,0.510781,0.299061,0.534086,0.666096,0.516866,0.36397,0.585526,0.817179,0.479932,0.391054,0.393684,0.445055,0.59913,0.342914,0.365455
1402,58,0.559594,0.545939,0.482274,0.387818,0.566398,0.524007,0.67971,0.50857,0.501975,0.584198,0.391085,0.710726,0.497071,0.459941,0.414187,0.651315,0.574927,0.599943,0.622894,0.450977,0.497055,0.55452,0.304651,0.675523,0.666169,0.619749,0.377896,0.655577,0.711785,0.535478,0.402962,0.503305,0.500075,0.719707,0.436946,0.392526
1403,52,0.546919,0.433883,0.450983,0.365822,0.545867,0.567699,0.668844,0.494835,0.469468,0.444754,0.353728,0.621332,0.472587,0.448342,0.387566,0.627024,0.541403,0.531882,0.529365,0.477994,0.507958,0.547345,0.364446,0.601607,0.655433,0.561485,0.414777,0.537534,0.789347,0.486686,0.438714,0.381104,0.399802,0.571678,0.409104,0.345892
1404,52,0.536129,0.527389,0.421408,0.339079,0.487465,0.531326,0.660447,0.504921,0.497042,0.495729,0.307318,0.66114,0.419911,0.463651,0.393603,0.694932,0.503403,0.58242,0.567739,0.399425,0.43294,0.474799,0.238696,0.564264,0.623037,0.528351,0.318956,0.707101,0.525508,0.492603,0.336536,0.402948,0.514665,0.622783,0.330198,0.310726
1405,51,0.532231,0.43608,0.382933,0.487065,0.524652,0.462144,0.720719,0.472554,0.466821,0.477308,0.430225,0.657313,0.431004,0.411155,0.372714,0.657209,0.511868,0.504678,0.543633,0.469531,0.510578,0.529504,0.339249,0.605075,0.649077,0.503933,0.422991,0.529253,0.86106,0.44102,0.430763,0.385501,0.455938,0.52426,0.417479,0.320907
1406,48,0.522088,0.439701,0.347243,0.439613,0.548169,0.473193,0.73827,0.490969,0.47515,0.45065,0.343548,0.695647,0.419212,0.371506,0.321231,0.617735,0.496674,0.539354,0.525088,0.420683,0.429395,0.475355,0.249932,0.616077,0.537494,0.534714,0.349544,0.586619,0.729248,0.470717,0.412761,0.353882,0.417402,0.566296,0.350126,0.304146
1407,51,0.554304,0.497129,0.469626,0.340578,0.463714,0.534613,0.647411,0.472513,0.529589,0.49994,0.377829,0.668184,0.479514,0.468954,0.391411,0.678573,0.543259,0.559428,0.549528,0.421185,0.484478,0.558353,0.320722,0.501495,0.69998,0.510684,0.370563,0.60196,0.724754,0.425714,0.382513,0.406554,0.474579,0.577876,0.382346,0.305284
1408,58,0.565303,0.500131,0.514279,0.426114,0.493535,0.552542,0.625289,0.520002,0.509057,0.521197,0.394572,0.710271,0.452918,0.438063,0.507933,0.669284,0.54094,0.561333,0.572408,0.452979,0.546702,0.573138,0.376215,0.514241,0.70558,0.584424,0.388875,0.668191,0.737732,0.453584,0.417525,0.485491,0.501034,0.615918,0.38354,0.399248
1409,52,0.548153,0.472882,0.491651,0.414995,0.467548,0.547433,0.654878,0.513378,0.53635,0.492516,0.34715,0.655213,0.464776,0.4733,0.445418,0.672965,0.528608,0.533472,0.621863,0.44057,0.478637,0.499356,0.238477,0.555962,0.598044,0.554611,0.36645,0.711738,0.815319,0.519147,0.437717,0.377065,0.450224,0.604984,0.356075,0.356354
1410,52,0.53916,0.507363,0.439756,0.380187,0.531524,0.56148,0.708513,0.503373,0.453437,0.480226,0.436192,0.643617,0.4383,0.393852,0.275489,0.659629,0.49427,0.593788,0.504289,0.476611,0.470229,0.52339,0.335073,0.607457,0.684713,0.541551,0.381769,0.59616,0.646481,0.442277,0.390194,0.439886,0.475204,0.569146,0.379464,0.290604
1411,53,0.5394,0.497837,0.463652,0.409218,0.535383,0.553972,0.737506,0.504614,0.446372,0.505715,0.408654,0.651226,0.422702,0.410205,0.277154,0.643258,0.5088,0.590972,0.504146,0.456334,0.479635,0.54564,0.336368,0.621675,0.714237,0.528205,0.395466,0.579728,0.675175,0.458926,0.394828,0.466849,0.480811,0.59068,0.366681,0.307483
1412,55,0.548689,0.456723,0.467205,0.315623,0.486546,0.590873,0.68169,0.520295,0.571072,0.475775,0.313814,0.637237,0.500277,0.509362,0.49628,0.726254,0.570565,0.547485,0.601597,0.47429,0.517216,0.541029,0.259483,0.582328,0.591516,0.591941,0.352592,0.683758,0.771201,0.499384,0.409576,0.376465,0.438803,0.609538,0.438282,0.311991
1413,51,0.533543,0.462266,0.388197,0.442711,0.46554,0.518001,0.593157,0.451021,0.521281,0.546967,0.354405,0.59766300000000006,0.448144,0.463343,0.393612,0.656891,0.568806,0.500454,0.54865,0.448185,0.461798,0.447748,0.312383,0.575652,0.66166,0.537007,0.370404,0.532196,0.651355,0.45178,0.374542,0.376823,0.397703,0.589154,0.42839699999999997,0.365374
1414,56,0.573269,0.508358,0.491478,0.42944,0.508752,0.536717,0.670307,0.505001,0.569376,0.528788,0.297276,0.634421,0.473947,0.42456,0.407294,0.709679,0.58159,0.525668,0.610717,0.469413,0.493069,0.498213,0.377376,0.550035,0.737473,0.594556,0.36528,0.620423,0.63617,0.524099,0.538724,0.437808,0.457725,0.644997,0.417675,0.402672
1415,50,0.517173,0.453365,0.402867,0.37917,0.521061,0.523155,0.680824,0.509228,0.462264,0.453044,0.466564,0.665468,0.416446,0.463253,0.362661,0.596601,0.478373,0.570543,0.515236,0.50299,0.438857,0.463284,0.255706,0.623428,0.560799,0.498262,0.409341,0.603737,0.794305,0.459265,0.315775,0.410026,0.458102,0.532165,0.350212,0.277391
1416,58,0.561327,0.503731,0.531914,0.448708,0.501496,0.561945,0.687779,0.55237,0.567166,0.535725,0.398567,0.692605,0.465659,0.458246,0.462093,0.728988,0.533472,0.564964,0.604099,0.475509,0.508015,0.481623,0.421946,0.581095,0.716918,0.590242,0.388881,0.608158,0.643768,0.558601,0.519944,0.394128,0.476862,0.664196,0.423683,0.314497
1417,51,0.523273,0.435171,0.440154,0.319345,0.500981,0.543622,0.622944,0.48592,0.448482,0.492261,0.414807,0.638124,0.444908,0.393732,0.38363,0.693978,0.494437,0.610713,0.56987,0.510912,0.477942,0.502114,0.30636,0.553341,0.605416,0.54821,0.400459,0.624316,0.84015,0.469688,0.322186,0.353543,0.483089,0.57408,0.369288,0.264717
